source_short_name,ontology_id,candidate_ontology_ids,label,label_group_ids,value_group_ids,device_group_ids,image_selectors,fallback_selectors,related_node_ids,visibility_mode,confidence,notes
RH5-C,,[],RH5-C,"[""svg_462""]",[],"[""svg_462""]","[""image[href*=\""RH5-C\""]"",""image[xlink\\:href*=\""RH5-C\""]"",""image[href*=\""RH5-C\""]""]","[""g[data-filter=\""RH5-C\""]"",""[short-name=\""RH5-C\""]"",""[sname=\""RH5-C\""]"",""[data-shortname=\""RH5-C\""]"",""[data-point-short-name=\""RH5-C\""]"",""[data-filter*=\""RH5-C\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'RH5-C'\""]"",""use[key-data-attr*=\""pointShortName:\\\""RH5-C\\\""\""]""]","[""svg_462""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
RH6-C,,[],RH6-C,"[""svg_464""]",[],"[""svg_464""]","[""image[href*=\""RH6-C\""]"",""image[xlink\\:href*=\""RH6-C\""]"",""image[href*=\""RH6-C\""]""]","[""g[data-filter=\""RH6-C\""]"",""[short-name=\""RH6-C\""]"",""[sname=\""RH6-C\""]"",""[data-shortname=\""RH6-C\""]"",""[data-point-short-name=\""RH6-C\""]"",""[data-filter*=\""RH6-C\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'RH6-C'\""]"",""use[key-data-attr*=\""pointShortName:\\\""RH6-C\\\""\""]""]","[""svg_464""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
RH7-C,,[],RH7-C,"[""svg_466""]",[],"[""svg_466""]","[""image[href*=\""RH7-C\""]"",""image[xlink\\:href*=\""RH7-C\""]"",""image[href*=\""RH7-C\""]""]","[""g[data-filter=\""RH7-C\""]"",""[short-name=\""RH7-C\""]"",""[sname=\""RH7-C\""]"",""[data-shortname=\""RH7-C\""]"",""[data-point-short-name=\""RH7-C\""]"",""[data-filter*=\""RH7-C\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'RH7-C'\""]"",""use[key-data-attr*=\""pointShortName:\\\""RH7-C\\\""\""]""]","[""svg_466""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
RH8-C,,[],RH8-C,"[""svg_468""]",[],"[""svg_468""]","[""image[href*=\""RH8-C\""]"",""image[xlink\\:href*=\""RH8-C\""]"",""image[href*=\""RH8-C\""]""]","[""g[data-filter=\""RH8-C\""]"",""[short-name=\""RH8-C\""]"",""[sname=\""RH8-C\""]"",""[data-shortname=\""RH8-C\""]"",""[data-point-short-name=\""RH8-C\""]"",""[data-filter*=\""RH8-C\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'RH8-C'\""]"",""use[key-data-attr*=\""pointShortName:\\\""RH8-C\\\""\""]""]","[""svg_468""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
CC-T,,[],CC-T,"[""svg_497""]",[],"[""svg_497""]","[""image[href*=\""CC-T\""]"",""image[xlink\\:href*=\""CC-T\""]"",""image[href*=\""CC-T\""]""]","[""g[data-filter=\""CC-T\""]"",""[short-name=\""CC-T\""]"",""[sname=\""CC-T\""]"",""[data-shortname=\""CC-T\""]"",""[data-point-short-name=\""CC-T\""]"",""[data-filter*=\""CC-T\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'CC-T'\""]"",""use[key-data-attr*=\""pointShortName:\\\""CC-T\\\""\""]""]","[""svg_497""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
RHC-T,,[],RHC-T,"[""svg_499""]",[],"[""svg_499""]","[""image[href*=\""RHC-T\""]"",""image[xlink\\:href*=\""RHC-T\""]"",""image[href*=\""RHC-T\""]""]","[""g[data-filter=\""RHC-T\""]"",""[short-name=\""RHC-T\""]"",""[sname=\""RHC-T\""]"",""[data-shortname=\""RHC-T\""]"",""[data-point-short-name=\""RHC-T\""]"",""[data-filter*=\""RHC-T\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'RHC-T'\""]"",""use[key-data-attr*=\""pointShortName:\\\""RHC-T\\\""\""]""]","[""svg_499""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
PH-O,,[],PH-O,"[""svg_501""]",[],"[""svg_501""]","[""image[href*=\""PH-O\""]"",""image[xlink\\:href*=\""PH-O\""]"",""image[href*=\""PH-O\""]""]","[""g[data-filter=\""PH-O\""]"",""[short-name=\""PH-O\""]"",""[sname=\""PH-O\""]"",""[data-shortname=\""PH-O\""]"",""[data-point-short-name=\""PH-O\""]"",""[data-filter*=\""PH-O\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'PH-O'\""]"",""use[key-data-attr*=\""pointShortName:\\\""PH-O\\\""\""]""]","[""svg_501""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
PH-POS,,[],PH-POS,"[""svg_503""]",[],"[""svg_503""]","[""image[href*=\""PH-POS\""]"",""image[xlink\\:href*=\""PH-POS\""]"",""image[href*=\""PH-POS\""]""]","[""g[data-filter=\""PH-POS\""]"",""[short-name=\""PH-POS\""]"",""[sname=\""PH-POS\""]"",""[data-shortname=\""PH-POS\""]"",""[data-point-short-name=\""PH-POS\""]"",""[data-filter*=\""PH-POS\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'PH-POS'\""]"",""use[key-data-attr*=\""pointShortName:\\\""PH-POS\\\""\""]""]","[""svg_503""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
CLG-POS,,[],CLG-POS,"[""svg_505""]",[],"[""svg_505""]","[""image[href*=\""CLG-POS\""]"",""image[xlink\\:href*=\""CLG-POS\""]"",""image[href*=\""CLG-POS\""]""]","[""g[data-filter=\""CLG-POS\""]"",""[short-name=\""CLG-POS\""]"",""[sname=\""CLG-POS\""]"",""[data-shortname=\""CLG-POS\""]"",""[data-point-short-name=\""CLG-POS\""]"",""[data-filter*=\""CLG-POS\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'CLG-POS'\""]"",""use[key-data-attr*=\""pointShortName:\\\""CLG-POS\\\""\""]""]","[""svg_505""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
CLG-O,,[],CLG-O,"[""svg_507""]",[],"[""svg_507""]","[""image[href*=\""CLG-O\""]"",""image[xlink\\:href*=\""CLG-O\""]"",""image[href*=\""CLG-O\""]""]","[""g[data-filter=\""CLG-O\""]"",""[short-name=\""CLG-O\""]"",""[sname=\""CLG-O\""]"",""[data-shortname=\""CLG-O\""]"",""[data-point-short-name=\""CLG-O\""]"",""[data-filter*=\""CLG-O\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'CLG-O'\""]"",""use[key-data-attr*=\""pointShortName:\\\""CLG-O\\\""\""]""]","[""svg_507""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
RAPLO-A,,[],RAPLO-A,"[""svg_490""]",[],"[""svg_490""]","[""image[href*=\""RAPLO-A\""]"",""image[xlink\\:href*=\""RAPLO-A\""]"",""image[href*=\""RAPLO-A\""]""]","[""g[data-filter=\""RAPLO-A\""]"",""[short-name=\""RAPLO-A\""]"",""[sname=\""RAPLO-A\""]"",""[data-shortname=\""RAPLO-A\""]"",""[data-point-short-name=\""RAPLO-A\""]"",""[data-filter*=\""RAPLO-A\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'RAPLO-A'\""]"",""use[key-data-attr*=\""pointShortName:\\\""RAPLO-A\\\""\""]""]","[""svg_490""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
RA-SD,,[],RA-SD,"[""svg_522""]",[],"[""svg_522""]","[""image[href*=\""RA-SD\""]"",""image[xlink\\:href*=\""RA-SD\""]"",""image[href*=\""RA-SD\""]""]","[""g[data-filter=\""RA-SD\""]"",""[short-name=\""RA-SD\""]"",""[sname=\""RA-SD\""]"",""[data-shortname=\""RA-SD\""]"",""[data-point-short-name=\""RA-SD\""]"",""[data-filter*=\""RA-SD\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'RA-SD'\""]"",""use[key-data-attr*=\""pointShortName:\\\""RA-SD\\\""\""]""]","[""svg_522""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
FFILT-S,,[],FFILT-S,"[""svg_556""]",[],"[""svg_556""]","[""image[href*=\""FFILT-S\""]"",""image[xlink\\:href*=\""FFILT-S\""]"",""image[href*=\""FFILT-S\""]""]","[""g[data-filter=\""FFILT-S\""]"",""[short-name=\""FFILT-S\""]"",""[sname=\""FFILT-S\""]"",""[data-shortname=\""FFILT-S\""]"",""[data-point-short-name=\""FFILT-S\""]"",""[data-filter*=\""FFILT-S\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'FFILT-S'\""]"",""use[key-data-attr*=\""pointShortName:\\\""FFILT-S\\\""\""]""]","[""svg_556""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
RA-F,,[],RA-F,"[""svg_563""]",[],"[""svg_563""]","[""image[href*=\""RA-F\""]"",""image[xlink\\:href*=\""RA-F\""]"",""image[href*=\""RA-F\""]""]","[""g[data-filter=\""RA-F\""]"",""[short-name=\""RA-F\""]"",""[sname=\""RA-F\""]"",""[data-shortname=\""RA-F\""]"",""[data-point-short-name=\""RA-F\""]"",""[data-filter*=\""RA-F\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'RA-F'\""]"",""use[key-data-attr*=\""pointShortName:\\\""RA-F\\\""\""]""]","[""svg_563""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
DA-SD,,[],DA-SD,"[""svg_577""]",[],"[""svg_577""]","[""image[href*=\""DA-SD\""]"",""image[xlink\\:href*=\""DA-SD\""]"",""image[href*=\""DA-SD\""]""]","[""g[data-filter=\""DA-SD\""]"",""[short-name=\""DA-SD\""]"",""[sname=\""DA-SD\""]"",""[data-shortname=\""DA-SD\""]"",""[data-point-short-name=\""DA-SD\""]"",""[data-filter*=\""DA-SD\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'DA-SD'\""]"",""use[key-data-attr*=\""pointShortName:\\\""DA-SD\\\""\""]""]","[""svg_577""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
DA-T,,[],DA-T,"[""svg_583""]",[],"[""svg_583""]","[""image[href*=\""DA-T\""]"",""image[xlink\\:href*=\""DA-T\""]"",""image[href*=\""DA-T\""]""]","[""g[data-filter=\""DA-T\""]"",""[short-name=\""DA-T\""]"",""[sname=\""DA-T\""]"",""[data-shortname=\""DA-T\""]"",""[data-point-short-name=\""DA-T\""]"",""[data-filter*=\""DA-T\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'DA-T'\""]"",""use[key-data-attr*=\""pointShortName:\\\""DA-T\\\""\""]""]","[""svg_583""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
DAT-SP,,[],DAT-SP,"[""svg_585""]",[],"[""svg_585""]","[""image[href*=\""DAT-SP\""]"",""image[xlink\\:href*=\""DAT-SP\""]"",""image[href*=\""DAT-SP\""]""]","[""g[data-filter=\""DAT-SP\""]"",""[short-name=\""DAT-SP\""]"",""[sname=\""DAT-SP\""]"",""[data-shortname=\""DAT-SP\""]"",""[data-point-short-name=\""DAT-SP\""]"",""[data-filter*=\""DAT-SP\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'DAT-SP'\""]"",""use[key-data-attr*=\""pointShortName:\\\""DAT-SP\\\""\""]""]","[""svg_585""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
DA1-P,,[],DA1-P,"[""svg_587""]",[],"[""svg_587""]","[""image[href*=\""DA1-P\""]"",""image[xlink\\:href*=\""DA1-P\""]"",""image[href*=\""DA1-P\""]""]","[""g[data-filter=\""DA1-P\""]"",""[short-name=\""DA1-P\""]"",""[sname=\""DA1-P\""]"",""[data-shortname=\""DA1-P\""]"",""[data-point-short-name=\""DA1-P\""]"",""[data-filter*=\""DA1-P\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'DA1-P'\""]"",""use[key-data-attr*=\""pointShortName:\\\""DA1-P\\\""\""]""]","[""svg_587""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
DAP-SP,,[],DAP-SP,"[""svg_589""]",[],"[""svg_589""]","[""image[href*=\""DAP-SP\""]"",""image[xlink\\:href*=\""DAP-SP\""]"",""image[href*=\""DAP-SP\""]""]","[""g[data-filter=\""DAP-SP\""]"",""[short-name=\""DAP-SP\""]"",""[sname=\""DAP-SP\""]"",""[data-shortname=\""DAP-SP\""]"",""[data-point-short-name=\""DAP-SP\""]"",""[data-filter*=\""DAP-SP\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'DAP-SP'\""]"",""use[key-data-attr*=\""pointShortName:\\\""DAP-SP\\\""\""]""]","[""svg_589""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
DAPHI-A,,[],DAPHI-A,"[""svg_591""]",[],"[""svg_591""]","[""image[href*=\""DAPHI-A\""]"",""image[xlink\\:href*=\""DAPHI-A\""]"",""image[href*=\""DAPHI-A\""]""]","[""g[data-filter=\""DAPHI-A\""]"",""[short-name=\""DAPHI-A\""]"",""[sname=\""DAPHI-A\""]"",""[data-shortname=\""DAPHI-A\""]"",""[data-point-short-name=\""DAPHI-A\""]"",""[data-filter*=\""DAPHI-A\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'DAPHI-A'\""]"",""use[key-data-attr*=\""pointShortName:\\\""DAPHI-A\\\""\""]""]","[""svg_591""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
PHWE-T,,[],PHWE-T,"[""svg_601""]",[],"[""svg_601""]","[""image[href*=\""PHWE-T\""]"",""image[xlink\\:href*=\""PHWE-T\""]"",""image[href*=\""PHWE-T\""]""]","[""g[data-filter=\""PHWE-T\""]"",""[short-name=\""PHWE-T\""]"",""[sname=\""PHWE-T\""]"",""[data-shortname=\""PHWE-T\""]"",""[data-point-short-name=\""PHWE-T\""]"",""[data-filter*=\""PHWE-T\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'PHWE-T'\""]"",""use[key-data-attr*=\""pointShortName:\\\""PHWE-T\\\""\""]""]","[""svg_601""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
PHWL-T,,[],PHWL-T,"[""svg_603""]",[],"[""svg_603""]","[""image[href*=\""PHWL-T\""]"",""image[xlink\\:href*=\""PHWL-T\""]"",""image[href*=\""PHWL-T\""]""]","[""g[data-filter=\""PHWL-T\""]"",""[short-name=\""PHWL-T\""]"",""[sname=\""PHWL-T\""]"",""[data-shortname=\""PHWL-T\""]"",""[data-point-short-name=\""PHWL-T\""]"",""[data-filter*=\""PHWL-T\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'PHWL-T'\""]"",""use[key-data-attr*=\""pointShortName:\\\""PHWL-T\\\""\""]""]","[""svg_603""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
CCWL-T,,[],CCWL-T,"[""svg_605""]",[],"[""svg_605""]","[""image[href*=\""CCWL-T\""]"",""image[xlink\\:href*=\""CCWL-T\""]"",""image[href*=\""CCWL-T\""]""]","[""g[data-filter=\""CCWL-T\""]"",""[short-name=\""CCWL-T\""]"",""[sname=\""CCWL-T\""]"",""[data-shortname=\""CCWL-T\""]"",""[data-point-short-name=\""CCWL-T\""]"",""[data-filter*=\""CCWL-T\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'CCWL-T'\""]"",""use[key-data-attr*=\""pointShortName:\\\""CCWL-T\\\""\""]""]","[""svg_605""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
CCWE-T,,[],CCWE-T,"[""svg_607""]",[],"[""svg_607""]","[""image[href*=\""CCWE-T\""]"",""image[xlink\\:href*=\""CCWE-T\""]"",""image[href*=\""CCWE-T\""]""]","[""g[data-filter=\""CCWE-T\""]"",""[short-name=\""CCWE-T\""]"",""[sname=\""CCWE-T\""]"",""[data-shortname=\""CCWE-T\""]"",""[data-point-short-name=\""CCWE-T\""]"",""[data-filter*=\""CCWE-T\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'CCWE-T'\""]"",""use[key-data-attr*=\""pointShortName:\\\""CCWE-T\\\""\""]""]","[""svg_607""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
RHWL-T,,[],RHWL-T,"[""svg_609""]",[],"[""svg_609""]","[""image[href*=\""RHWL-T\""]"",""image[xlink\\:href*=\""RHWL-T\""]"",""image[href*=\""RHWL-T\""]""]","[""g[data-filter=\""RHWL-T\""]"",""[short-name=\""RHWL-T\""]"",""[sname=\""RHWL-T\""]"",""[data-shortname=\""RHWL-T\""]"",""[data-point-short-name=\""RHWL-T\""]"",""[data-filter*=\""RHWL-T\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'RHWL-T'\""]"",""use[key-data-attr*=\""pointShortName:\\\""RHWL-T\\\""\""]""]","[""svg_609""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
RHWE-T,,[],RHWE-T,"[""svg_611""]",[],"[""svg_611""]","[""image[href*=\""RHWE-T\""]"",""image[xlink\\:href*=\""RHWE-T\""]"",""image[href*=\""RHWE-T\""]""]","[""g[data-filter=\""RHWE-T\""]"",""[short-name=\""RHWE-T\""]"",""[sname=\""RHWE-T\""]"",""[data-shortname=\""RHWE-T\""]"",""[data-point-short-name=\""RHWE-T\""]"",""[data-filter*=\""RHWE-T\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'RHWE-T'\""]"",""use[key-data-attr*=\""pointShortName:\\\""RHWE-T\\\""\""]""]","[""svg_611""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
RH-O,,[],RH-O,"[""svg_660""]",[],"[""svg_660""]","[""image[href*=\""RH-O\""]"",""image[xlink\\:href*=\""RH-O\""]"",""image[href*=\""RH-O\""]""]","[""g[data-filter=\""RH-O\""]"",""[short-name=\""RH-O\""]"",""[sname=\""RH-O\""]"",""[data-shortname=\""RH-O\""]"",""[data-point-short-name=\""RH-O\""]"",""[data-filter*=\""RH-O\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'RH-O'\""]"",""use[key-data-attr*=\""pointShortName:\\\""RH-O\\\""\""]""]","[""svg_660""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
RH-POS,,[],RH-POS,"[""svg_662""]",[],"[""svg_662""]","[""image[href*=\""RH-POS\""]"",""image[xlink\\:href*=\""RH-POS\""]"",""image[href*=\""RH-POS\""]""]","[""g[data-filter=\""RH-POS\""]"",""[short-name=\""RH-POS\""]"",""[sname=\""RH-POS\""]"",""[data-shortname=\""RH-POS\""]"",""[data-point-short-name=\""RH-POS\""]"",""[data-filter*=\""RH-POS\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'RH-POS'\""]"",""use[key-data-attr*=\""pointShortName:\\\""RH-POS\\\""\""]""]","[""svg_662""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
PFILT-S,,[],PFILT-S,"[""svg_60""]",[],"[""svg_60""]","[""image[href*=\""PFILT-S\""]"",""image[xlink\\:href*=\""PFILT-S\""]"",""image[href*=\""PFILT-S\""]""]","[""g[data-filter=\""PFILT-S\""]"",""[short-name=\""PFILT-S\""]"",""[sname=\""PFILT-S\""]"",""[data-shortname=\""PFILT-S\""]"",""[data-point-short-name=\""PFILT-S\""]"",""[data-filter*=\""PFILT-S\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'PFILT-S'\""]"",""use[key-data-attr*=\""pointShortName:\\\""PFILT-S\\\""\""]""]","[""svg_60""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
RF-S,,[],RF-S,"[""svg_176""]",[],"[""svg_176""]","[""image[href*=\""RF-S\""]"",""image[xlink\\:href*=\""RF-S\""]"",""image[href*=\""RF-S\""]""]","[""g[data-filter=\""RF-S\""]"",""[short-name=\""RF-S\""]"",""[sname=\""RF-S\""]"",""[data-shortname=\""RF-S\""]"",""[data-point-short-name=\""RF-S\""]"",""[data-filter*=\""RF-S\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'RF-S'\""]"",""use[key-data-attr*=\""pointShortName:\\\""RF-S\\\""\""]""]","[""svg_176""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
RF-C,,[],RF-C,"[""svg_178""]",[],"[""svg_178""]","[""image[href*=\""RF-C\""]"",""image[xlink\\:href*=\""RF-C\""]"",""image[href*=\""RF-C\""]""]","[""g[data-filter=\""RF-C\""]"",""[short-name=\""RF-C\""]"",""[sname=\""RF-C\""]"",""[data-shortname=\""RF-C\""]"",""[data-point-short-name=\""RF-C\""]"",""[data-filter*=\""RF-C\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'RF-C'\""]"",""use[key-data-attr*=\""pointShortName:\\\""RF-C\\\""\""]""]","[""svg_178""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
RF-O,,[],RF-O,"[""svg_283""]",[],"[""svg_283""]","[""image[href*=\""RF-O\""]"",""image[xlink\\:href*=\""RF-O\""]"",""image[href*=\""RF-O\""]""]","[""g[data-filter=\""RF-O\""]"",""[short-name=\""RF-O\""]"",""[sname=\""RF-O\""]"",""[data-shortname=\""RF-O\""]"",""[data-point-short-name=\""RF-O\""]"",""[data-filter*=\""RF-O\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'RF-O'\""]"",""use[key-data-attr*=\""pointShortName:\\\""RF-O\\\""\""]""]","[""svg_283""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
SF-S,,[],SF-S,"[""svg_470""]",[],"[""svg_470""]","[""image[href*=\""SF-S\""]"",""image[xlink\\:href*=\""SF-S\""]"",""image[href*=\""SF-S\""]""]","[""g[data-filter=\""SF-S\""]"",""[short-name=\""SF-S\""]"",""[sname=\""SF-S\""]"",""[data-shortname=\""SF-S\""]"",""[data-point-short-name=\""SF-S\""]"",""[data-filter*=\""SF-S\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'SF-S'\""]"",""use[key-data-attr*=\""pointShortName:\\\""SF-S\\\""\""]""]","[""svg_470""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
