Invoice List by Date,,,,,,,,
The Controls Company,,,,,,,,
"April, 2020-December, 2025",,,,,,,,

Date,Transaction type,Num,Name,Location full name,Memo,Due date,Amount,Open balance
03/22/2023,Invoice,T014,Trane U.S. Inc.:Emerald Coast Learning Center,,,04/21/2023,"1,000.00",0.00
03/23/2023,Invoice,T015,Trane U.S. Inc.:Navy Fed Warehouse,,,04/22/2023,"4,600.00",0.00
04/13/2023,Invoice,J080,Johnson Controls:NWFSC,,252 unpaid retainage 12/31/23,05/13/2023,"2,520.00",0.00
04/13/2023,Invoice,J081,Johnson Controls:GCRMC Cardiac Services,,,05/13/2023,"17,576.00",0.00
04/13/2023,Invoice,J082,Johnson Controls:FWB Addition,,,05/13/2023,"5,500.00",0.00
04/13/2023,Invoice,J083,Johnson Controls:Twin Cities Hospital,,631.40 unpaid retainage 12/31/23,05/13/2023,"6,314.00",0.00
04/13/2023,Invoice,T016,Trane U.S. Inc.:Navy Fed Warehouse,,,05/13/2023,"4,000.00",0.00
04/14/2023,Invoice,T017,Trane U.S. Inc.:Eglin Cyberspace,,,05/14/2023,"10,048.00",0.00
04/20/2023,Invoice,S090,Siemens Industry:Elberta High School,,,05/20/2023,"1,200.00",0.00
04/25/2023,Invoice,S093,Siemens Industry:UWF Bld 54,,,05/25/2023,"1,500.00",0.00
04/25/2023,Invoice,S094,Siemens Industry:Pace K-8,,,05/25/2023,"9,000.00",0.00
04/25/2023,Invoice,S092,Siemens Industry:NAS Package 1,,,05/25/2023,"3,200.00",0.00
04/25/2023,Invoice,S091,Siemens Industry:Spanish Fort Elementary,,,05/25/2023,"6,500.00",0.00
05/09/2023,Invoice,J084,Johnson Controls:Twin Cities Hospital,,921 unpaid retainage 12/31/23,06/08/2023,"9,012.00",0.00
05/09/2023,Invoice,J085,Johnson Controls:Oriole Beach,,125 unpaid retainage 12/31/23,06/08/2023,"2,500.00",0.00
05/09/2023,Invoice,J086,Johnson Controls:FWB Addition,,,06/08/2023,"3,618.00",0.00
05/09/2023,Invoice,S099,Siemens Industry:Elberta High School,,,06/08/2023,"1,500.00",0.00
05/09/2023,Invoice,S099a,Siemens Industry:Hobbs Phase 2,,,06/08/2023,"5,500.00",0.00
05/09/2023,Invoice,S097,Siemens Industry:NAS Package 1,,,06/08/2023,"4,000.00",0.00
05/09/2023,Invoice,S098,Siemens Industry:UWF Bld 54,,,06/08/2023,"3,500.00",0.00
05/09/2023,Invoice,S096,Siemens Industry:Pace K-8,,,06/08/2023,"10,000.00",0.00
05/10/2023,Invoice,S100,Siemens Industry:TAFB Clinic,,,06/09/2023,"2,767.00",0.00
05/10/2023,Invoice,S101,Siemens Industry:TAFB Mobility Storage TRA,,Voided,06/09/2023,0.00,0.00
05/10/2023,Invoice,S102,Siemens Industry:TAFB Mobility Storage BAU 335815,,,06/09/2023,"1,287.00",0.00
05/10/2023,Invoice,S103,Siemens Industry:TAFB Commercial Gate,,,06/09/2023,"1,078.00",0.00
05/10/2023,Invoice,S104,Siemens Industry:TAFB Refueler IOT,,,06/09/2023,"1,628.00",0.00
05/10/2023,Invoice,S105,Siemens Industry:TAFB Refueler BAU,,,06/09/2023,"1,724.00",0.00
05/10/2023,Invoice,T018,Trane U.S. Inc.:Emerald Coast Learning Center,,,06/09/2023,"2,100.00",0.00
05/10/2023,Invoice,T019,Trane U.S. Inc.:Navy Fed Warehouse,,,06/09/2023,"2,100.00",0.00
06/10/2023,Invoice,T021,Trane U.S. Inc.:Navy Fed Warehouse,,,07/10/2023,"6,200.00",0.00
06/13/2023,Invoice,J089,Johnson Controls:Twin Cities Hospital,,Invoice needs to be deleted,07/13/2023,"5,684.40",0.00
06/15/2023,Invoice,T020.,Trane U.S. Inc.:Emerald Coast Learning Center,,,07/15/2023,"1,100.00",0.00
06/19/2023,Invoice,T031,Engineered Cooling Services:Baptist Pershing,,,07/19/2023,"10,000.00",0.00
06/19/2023,Invoice,E0107,Engineered Cooling Services:IHMC,,,07/19/2023,"3,000.00",0.00
06/19/2023,Invoice,E0108,Engineered Cooling Services:Pall Corp,,,07/19/2023,"12,000.00",0.00
06/20/2023,Invoice,T020,Siemens Industry:Spanish Fort Elementary,,,07/20/2023,"4,000.00",0.00
06/26/2023,Invoice,S107,Siemens Industry:Pace K-8,,1992.03 in Professional fees,07/26/2023,"35,000.00",0.00
06/26/2023,Invoice,S113,Siemens Industry:TAFB Mobility Storage BAU 335815,,,07/26/2023,"3,700.00",0.00
06/27/2023,Invoice,S114,Siemens Industry:TAFB Mobility Storage IOT 334929,,,07/27/2023,"3,500.00",0.00
06/30/2023,Invoice,J087,Johnson Controls:Pea Ridge,,337 unpaid retainage 12/31/23,07/30/2023,"6,415.35",0.00
06/30/2023,Invoice,J088,Johnson Controls:Santa Rosa Test Kitchen,,,07/30/2023,"1,922.40",0.00
06/30/2023,Invoice,J090,Johnson Controls:Oriole Beach,,,07/30/2023,"3,749.65",0.00
06/30/2023,Invoice,S117,Siemens Industry:TAFB Refueler IOT,,,07/30/2023,"1,800.00",0.00
07/03/2023,Invoice,S116,Siemens Industry:TAFB Refueler BAU,,,08/02/2023,"2,600.00",0.00
07/05/2023,Invoice,J093,Johnson Controls:Santa Rosa Test Kitchen,,"250 unpaid retainage 12/31/23 Customer shows paid, I do not",08/04/2023,"5,000.00",0.00
07/05/2023,Invoice,J094,Johnson Controls:Pea Ridge,,,08/04/2023,"11,000.00",0.00
07/14/2023,Invoice,E0100,Engineered Cooling Services:Crestview Medical,,,08/13/2023,"48,762.00",0.00
07/14/2023,Invoice,S118,Siemens Industry:TAFB Commercial Gate,,,08/13/2023,"5,000.00",0.00
07/14/2023,Invoice,S119,Siemens Industry:TAFB Clinic,,,08/13/2023,"15,000.00",0.00
07/14/2023,Invoice,S120,Siemens Industry:TAFB Mobility Storage IOT 334929,,,08/13/2023,"8,000.00",0.00
07/14/2023,Invoice,S121,Siemens Industry:TAFB Refueler BAU,,,08/13/2023,"5,000.00",0.00
07/14/2023,Invoice,S122,Siemens Industry:TAFB Refueler IOT,,,08/13/2023,"5,000.00",0.00
07/15/2023,Invoice,S123,Siemens Industry:Hobbs Phase 2,,,08/14/2023,"5,401.00",0.00
07/15/2023,Invoice,S124,Siemens Industry:NAS Package 1,,,08/14/2023,"4,000.00",0.00
07/15/2023,Invoice,S125,Siemens Industry:Orange Beach Elementary,,,08/14/2023,"1,500.00",0.00
07/15/2023,Invoice,S126,Siemens Industry:Pace K-8,,,08/14/2023,"25,000.00",0.00
07/15/2023,Invoice,S127,Siemens Industry:Spanish Fort Elementary,,,08/14/2023,"21,000.00",0.00
07/15/2023,Invoice,S128,Siemens Industry:UWF Bld 54,,,08/14/2023,"5,500.00",0.00
07/15/2023,Invoice,S129,Siemens Industry:NAS Hurricane Sally 3828,,,08/14/2023,"1,769.00",0.00
07/15/2023,Invoice,S131,Siemens Industry:NAS Bld 607,,,08/14/2023,"2,000.00",0.00
07/17/2023,Invoice,S130,Siemens Industry:TAFB Mobility Storage BAU 335815,,,08/16/2023,"8,000.00",0.00
07/19/2023,Invoice,T023,Trane U.S. Inc.:Freeport Middle School,,,08/18/2023,"16,500.00",0.00
07/19/2023,Invoice,T022,Trane U.S. Inc.:Emerald Coast Learning Center,,,08/18/2023,"8,000.00",0.00
07/19/2023,Invoice,T021a,Trane U.S. Inc.:Navy Fed Warehouse,,,08/18/2023,"5,600.00",0.00
07/19/2023,Invoice,T022a,Trane U.S. Inc.:Emerald Coast Learning Center,,,08/18/2023,"3,500.00",0.00
07/28/2023,Invoice,J091,Johnson Controls:NWFSC,,,08/27/2023,"7,200.00",0.00
07/28/2023,Invoice,S050.,Siemens Industry:UWF Bld 18,,,08/27/2023,"4,500.00",0.00
08/09/2023,Invoice,S132,Siemens Industry:TAFB Refueler BAU,,,09/08/2023,"7,500.00",0.00
08/09/2023,Invoice,E0102,Engineered Cooling Services:Baptist Pershing,,,09/08/2023,"5,000.00",0.00
08/09/2023,Invoice,S133,Siemens Industry:TAFB Clinic,,,09/08/2023,"12,000.00",0.00
08/09/2023,Invoice,S134,Siemens Industry:TAFB Refueler IOT,,,09/08/2023,"5,000.00",0.00
08/09/2023,Invoice,J095,Johnson Controls:NWFSC,,,09/08/2023,"9,787.00",0.00
08/09/2023,Invoice,S135,Siemens Industry:TAFB Commercial Gate,,,09/08/2023,"5,000.00",0.00
08/09/2023,Invoice,S136,Siemens Industry:TAFB Mobility Storage IOT 334929,,,09/08/2023,"8,000.00",0.00
08/09/2023,Invoice,S137,Siemens Industry:TAFB Mobility Storage BAU 335815,,,09/08/2023,"8,000.00",0.00
08/09/2023,Invoice,T024,Trane U.S. Inc.:Navy Fed Warehouse,,,09/08/2023,"6,900.00",0.00
08/09/2023,Invoice,T026,Trane U.S. Inc.:Emerald Coast Learning Center,,,09/08/2023,"1,600.00",0.00
08/09/2023,Invoice,S138,Siemens Industry:Pace K-8,,,09/08/2023,"18,000.00",0.00
08/09/2023,Invoice,S139,Siemens Industry:Spanish Fort Elementary,,,09/08/2023,"15,000.00",0.00
08/09/2023,Invoice,S141,Siemens Industry:UWF Bld 54,,,09/08/2023,"6,000.00",0.00
08/09/2023,Invoice,S142,Siemens Industry:NAS Bld 607,,,09/08/2023,"2,000.00",0.00
08/09/2023,Invoice,S143,Siemens Industry:NAS Package 6 B3581,,,09/08/2023,"2,000.00",0.00
08/10/2023,Invoice,J098,Johnson Controls:Twin Cities Hospital,,,09/09/2023,"8,000.00",0.00
08/10/2023,Invoice,J097,Johnson Controls:Oriole Beach,,125 unpaid retainage 12/31/23,09/09/2023,"2,500.00",0.00
08/10/2023,Invoice,J096,Johnson Controls:Santa Rosa Test Kitchen,,5001592 206.80 unpaid retainage 12/31/23,09/09/2023,"4,136.00",0.00
08/24/2023,Invoice,T027,Trane U.S. Inc.:Eglin Munitions,,,09/23/2023,"10,000.00",0.00
08/28/2023,Invoice,S115,Siemens Industry:TAFB Commercial Gate,,,09/27/2023,"8,000.00",0.00
09/11/2023,Invoice,J100,Johnson Controls:Twin Cities Hospital,,,10/11/2023,"10,000.00",0.00
09/12/2023,Invoice,S140,Siemens Industry:NAS Package 1,,,10/12/2023,"7,000.00",0.00
09/12/2023,Invoice,E0103,Engineered Cooling Services:Crestview Medical,,,10/12/2023,"5,427.00",0.00
09/12/2023,Invoice,E0104,Engineered Cooling Services:Pall Corp,,,10/12/2023,"8,000.00",0.00
09/12/2023,Invoice,E0105,Engineered Cooling Services:Baptist Pershing,,,10/12/2023,"10,000.00",0.00
09/12/2023,Invoice,E0106,Engineered Cooling Services:IHMC,,,10/12/2023,"5,000.00",0.00
09/12/2023,Invoice,J099,Johnson Controls:Twin Cities Hospital,,5014210 800 unpaid retainage 12/31/23,10/12/2023,"8,000.00",0.00
09/14/2023,Invoice,S144,Siemens Industry:Pace K-8,,,10/14/2023,"8,000.00",0.00
09/14/2023,Invoice,S145,Siemens Industry:Spanish Fort Elementary,,,10/14/2023,"12,000.00",0.00
09/14/2023,Invoice,S146,Siemens Industry:NAS Package 6 B3581,,Voided,10/14/2023,0.00,0.00
09/14/2023,Invoice,S147,Siemens Industry:Eglin B8840,,,10/14/2023,"3,000.00",0.00
09/14/2023,Invoice,T028,Trane U.S. Inc.:Eglin Munitions,,,10/14/2023,"10,000.00",0.00
09/14/2023,Invoice,S148,Siemens Industry:TAFB Clinic,,,10/14/2023,"10,000.00",0.00
09/14/2023,Invoice,S149,Siemens Industry:TAFB Refueler BAU,,,10/14/2023,"10,000.00",0.00
09/14/2023,Invoice,S150,Siemens Industry:TAFB Refueler IOT,,,10/14/2023,"7,500.00",0.00
09/14/2023,Invoice,S151,Siemens Industry:TAFB Commercial Gate,,,10/14/2023,"2,500.00",0.00
09/14/2023,Invoice,S152,Siemens Industry:TAFB Mobility Storage IOT 334929,,,10/14/2023,"3,500.00",0.00
10/09/2023,Invoice,P0101,Path Controls:MAAS Paint Booth,,,11/08/2023,"9,000.00",0.00
10/12/2023,Invoice,J102,Johnson Controls:Twin Cities Hospital,,5014210 800 unpaid retainage 12/31/23,11/11/2023,"8,000.00",0.00
10/12/2023,Invoice,J101,Johnson Controls:NWFSC,,5022186 1000 unpaid retainage 12/31/23,11/11/2023,"10,000.00",0.00
10/12/2023,Invoice,T025,Trane U.S. Inc.:Freeport Middle School,,,11/11/2023,"18,000.00",0.00
10/12/2023,Invoice,T030,Trane U.S. Inc.:Beulah Fire Station,,,11/11/2023,"8,000.00",0.00
10/12/2023,Invoice,S155,Siemens Industry:NAS Package 6 B3581,,,11/11/2023,"2,500.00",0.00
10/12/2023,Invoice,S157,Siemens Industry:Pace K-8,,,11/11/2023,"13,000.00",0.00
10/12/2023,Invoice,S158,Siemens Industry:Spanish Fort Elementary,,,11/11/2023,"15,307.00",0.00
10/12/2023,Invoice,S159,Siemens Industry:UWF Bld 54,,,11/11/2023,"5,000.00",0.00
10/12/2023,Invoice,S160,Siemens Industry:TAFB Clinic,,,11/11/2023,"18,000.00",0.00
10/12/2023,Invoice,S161,Siemens Industry:TAFB Refueler BAU,,,11/11/2023,"15,000.00",0.00
10/12/2023,Invoice,S162,Siemens Industry:TAFB Refueler IOT,,Voided,11/11/2023,0.00,0.00
10/12/2023,Invoice,S163,Siemens Industry:TAFB Commercial Gate,,,11/11/2023,"3,000.00",0.00
10/13/2023,Invoice,T029,Trane U.S. Inc.:Emerald Coast Learning Center,,,11/12/2023,"2,151.00",0.00
10/13/2023,Invoice,T034,Trane U.S. Inc.:Navy Fed Warehouse,,,11/12/2023,"3,251.00",0.00
11/09/2023,Invoice,E0109,Engineered Cooling Services:Careertech,,,12/09/2023,"5,500.00",0.00
11/09/2023,Invoice,E0110,Engineered Cooling Services:Pall Corp,,,12/09/2023,"4,500.00",0.00
11/09/2023,Invoice,P0102,Path Controls:MAAS Paint Booth,,,12/09/2023,"36,000.00",0.00
11/10/2023,Invoice,J103,Johnson Controls:NWFSC,,5022186 2500 retainage unpaid,12/10/2023,"25,000.00",0.00
11/10/2023,Invoice,J104,Johnson Controls:Twin Cities Hospital,,4869874,12/10/2023,"3,550.00",0.00
11/10/2023,Invoice,T035,Trane U.S. Inc.:Freeport Middle School,,,12/10/2023,"4,500.00",0.00
11/10/2023,Invoice,S164,Siemens Industry:TAFB Clinic,,,12/10/2023,"29,000.00",0.00
11/10/2023,Invoice,S165,Siemens Industry:TAFB Refueler BAU,,,12/10/2023,"8,000.00",0.00
11/10/2023,Invoice,S168,Siemens Industry:TAFB Commercial Gate,,,12/10/2023,"1,500.00",0.00
11/10/2023,Invoice,S166,Siemens Industry:TAFB Refueler IOT,,,12/10/2023,"8,000.00",0.00
11/20/2023,Invoice,T032,Trane U.S. Inc.:Eglin Munitions,,,12/20/2023,"10,000.00",0.00
11/27/2023,Invoice,S170,Siemens Industry:TAFB Marina BAU 353283,,"This has been paid in full. It was coded to Siemens Industry, rather than the Marina BAU job.",12/27/2023,"6,700.00",0.00
11/27/2023,Invoice,S169,Siemens Industry,,,12/27/2023,"11,000.00",0.00
12/04/2023,Invoice,S171,Siemens Industry,,130.90 to be written off in fees,01/03/2024,"4,500.00",0.00
12/04/2023,Invoice,S174,Siemens Industry,,,01/03/2024,"2,000.00",0.00
12/19/2023,Invoice,P0103,Path Controls:MAAS Paint Booth,,,01/18/2024,"54,000.00",0.00
12/19/2023,Invoice,S176,Siemens Industry:TAFB Mobility Storage BAU 335815,,,01/18/2024,"7,500.00",0.00
12/19/2023,Invoice,S177,Siemens Industry:TAFB Mobility Storage IOT 334929,,,01/18/2024,"5,750.00",0.00
12/19/2023,Invoice,S178,Siemens Industry:TAFB Commercial Gate,,,01/18/2024,"2,000.00",0.00
12/19/2023,Invoice,S179,Siemens Industry:TAFB Clinic,,,01/18/2024,"3,000.00",0.00
12/19/2023,Invoice,S180,Siemens Industry:TAFB Refueler BAU,,,01/18/2024,"7,000.00",0.00
12/19/2023,Invoice,S181,Siemens Industry:TAFB Refueler IOT,,,01/18/2024,"7,000.00",0.00
12/19/2023,Invoice,S182,Siemens Industry:TAFB Z8 Small Arms BAU 340113,,,01/18/2024,"7,750.00",0.00
12/19/2023,Invoice,S183,Siemens Industry:TAFB Z8 Small Arms IOT 340592,,,01/18/2024,"5,000.00",0.00
12/19/2023,Invoice,S184,Siemens Industry:TAFB Marina IOT 353312,,,01/18/2024,"5,500.00",0.00
12/19/2023,Invoice,S185,Siemens Industry:TAFB WEG FIRE 339113,,,01/18/2024,"10,000.00",0.00
12/19/2023,Invoice,S186,Siemens Industry:TAFB WEG BAU 337878,,,01/18/2024,"10,000.00",0.00
12/21/2023,Invoice,J105,Johnson Controls:NWFSC,,,01/20/2024,"5,514.00",0.00
12/21/2023,Invoice,S190,Siemens Industry:NAS Package 6 B3581,,,01/20/2024,"2,500.00",0.00
12/21/2023,Invoice,S191,Siemens Industry:Eglin B8840,,,01/20/2024,"3,500.00",0.00
01/01/2024,Invoice,S060,Siemens Industry:Orange Beach Elementary,,,01/31/2024,"2,000.00",0.00
01/01/2024,Invoice,S082,Siemens Industry:Orange Beach Elementary,,,01/31/2024,"5,500.00",0.00
01/01/2024,Invoice,S089,Siemens Industry:Orange Beach Elementary,,,01/31/2024,"15,000.00",0.00
01/08/2024,Invoice,S187a,Siemens Industry:Spanish Fort Elementary,,,02/07/2024,"30,000.00",0.00
01/15/2024,Invoice,P0104,Path Controls:MAAS Paint Booth,,,02/14/2024,"72,000.00",0.00
01/15/2024,Invoice,E0111,Engineered Cooling Services:IHMC,,,02/14/2024,"9,000.00",0.00
01/15/2024,Invoice,S192,Siemens Industry:Pace K-8,,,02/14/2024,"7,500.00",0.00
01/15/2024,Invoice,S193,Siemens Industry:Eglin B8840,,,02/14/2024,"5,000.00",0.00
01/15/2024,Invoice,S194,Siemens Industry:Spanish Fort Elementary,,,02/14/2024,"3,500.00",0.00
01/15/2024,Invoice,S196,Siemens Industry:Orange Beach Elementary,,,02/14/2024,"2,457.00",0.00
01/15/2024,Invoice,S198,Siemens Industry:TAFB WEG FIRE 339113,,,02/14/2024,"30,000.00",0.00
01/15/2024,Invoice,S199,Siemens Industry:TAFB Marina Fire 353397,,,02/14/2024,"7,000.00",0.00
01/15/2024,Invoice,S200,Siemens Industry:TAFB Mobility Storage BAU 335815,,,02/14/2024,"3,500.00",0.00
01/15/2024,Invoice,S201.,Siemens Industry:TAFB Clinic,,,02/14/2024,"3,000.00",0.00
01/24/2024,Invoice,J106,Johnson Controls:Chart Industries,,,02/23/2024,"8,000.00",0.00
01/29/2024,Invoice,S203a,Siemens Industry:TAFB WEG FIRE 339113,,,02/28/2024,"10,000.00",0.00
02/09/2024,Invoice,E0112,Engineered Cooling Services:Baptist Pershing,,,03/10/2024,"10,000.00",0.00
02/09/2024,Invoice,E0113,Engineered Cooling Services:Pall Corp,,,03/10/2024,"7,500.00",0.00
02/09/2024,Invoice,E0114,Engineered Cooling Services:IHMC,,,03/10/2024,"6,000.00",0.00
02/09/2024,Invoice,S214,Siemens Industry:Spanish Fort Elementary,,,03/10/2024,"4,000.00",0.00
02/12/2024,Invoice,S216.,Siemens Industry:TAFB Marina BAU 353283,,,03/13/2024,"10,000.00",0.00
02/12/2024,Invoice,S217.,Siemens Industry:TAFB Marina Fire 353397,,,03/13/2024,"28,000.00",0.00
02/12/2024,Invoice,S218.,Siemens Industry:TAFB WEG IOT 337876,,,03/13/2024,"10,000.00",0.00
02/12/2024,Invoice,S219.,Siemens Industry:TAFB Z8 Small Arms IOT 340592,,,03/13/2024,"7,500.00",0.00
02/12/2024,Invoice,S220.,Siemens Industry:TAFB Marina IOT 353312,,,03/13/2024,"5,500.00",0.00
02/12/2024,Invoice,S221.,Siemens Industry:TAFB Z8 Small Arms BAU 340113,,,03/13/2024,"5,000.00",0.00
02/12/2024,Invoice,S222.,Siemens Industry:TAFB Airey Gate BAU 351377,,,03/13/2024,"2,000.00",0.00
02/13/2024,Invoice,T036,Trane U.S. Inc.:Beulah Fire Station,,,03/14/2024,"4,500.00",0.00
02/13/2024,Invoice,T038,Trane U.S. Inc.:Freeport Middle School,,,03/14/2024,"7,500.00",0.00
02/26/2024,Invoice,T033,Trane U.S. Inc.:Eglin Munitions,,,03/27/2024,"11,463.00",0.00
